Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name
ENSG00000106819	ENST00000375543	ASPN
ENSG00000106819	ENST00000375544	ASPN
ENSG00000204267	ENST00000374897	TAP2
ENSG00000204267	ENST00000374899	TAP2
ENSG00000203453	ENST00000366271	AC090582.9
ENSG00000125084	ENST00000380414	WNT1
ENSG00000125084	ENST00000293549	WNT1
ENSG00000108602	ENST00000333946	ALDH3A1
ENSG00000108602	ENST00000395555	ALDH3A1
ENSG00000108602	ENST00000225740	ALDH3A1
ENSG00000108602	ENST00000379258	ALDH3A1
ENSG00000100599	ENST00000216487	RIN3
ENSG00000115216	ENST00000379863	NRBP1
ENSG00000115216	ENST00000233557	NRBP1
ENSG00000115216	ENST00000379852	NRBP1
ENSG00000066336	ENST00000227163	SPI1
ENSG00000066336	ENST00000378538	SPI1
ENSG00000156858	ENST00000300835	PRR14
ENSG00000156858	ENST00000287463	PRR14
ENSG00000124208	ENST00000371650	UBE2V1
ENSG00000124208	ENST00000371656	UBE2V1
ENSG00000124208	ENST00000371652	UBE2V1
ENSG00000124208	ENST00000354374	UBE2V1
ENSG00000124208	ENST00000371657	UBE2V1
ENSG00000124208	ENST00000371674	UBE2V1
ENSG00000124208	ENST00000396059	UBE2V1
ENSG00000124208	ENST00000371677	UBE2V1
ENSG00000124208	ENST00000340309	UBE2V1
ENSG00000124208	ENST00000361787	UBE2V1
ENSG00000124208	ENST00000371658	UBE2V1
ENSG00000124208	ENST00000341698	UBE2V1
ENSG00000204276	ENST00000374940	HLA-DQA2
ENSG00000176020	ENST00000320431	AMIGO3
ENSG00000170324	ENST00000315814	FRMPD2
ENSG00000170324	ENST00000395627	FRMPD2
ENSG00000170324	ENST00000305531	FRMPD2
ENSG00000170324	ENST00000407470	FRMPD2
ENSG00000170324	ENST00000395638	FRMPD2
ENSG00000170324	ENST00000374201	FRMPD2
ENSG00000156853	ENST00000287461	ZNF689
ENSG00000209926	ENST00000387191	AL731733.9
ENSG00000169884	ENST00000403957	WNT10B
ENSG00000169884	ENST00000407467	WNT10B
ENSG00000169884	ENST00000359937	WNT10B
ENSG00000169884	ENST00000301061	WNT10B
ENSG00000210043	ENST00000387308	AC073610.17
ENSG00000221418	ENST00000408491	AC003968.1
ENSG00000067177	ENST00000373539	PHKA1
ENSG00000067177	ENST00000373545	PHKA1
ENSG00000067177	ENST00000339490	PHKA1
ENSG00000067177	ENST00000373542	PHKA1
ENSG00000210727	ENST00000387992	AL031685.18
ENSG00000132002	ENST00000254322	DNAJB1
ENSG00000169951	ENST00000395091	ZNF764
ENSG00000169951	ENST00000252797	ZNF764
ENSG00000134287	ENST00000256682	ARF3
ENSG00000207184	ENST00000384455	AC073320.8
ENSG00000158480	ENST00000289431	SPATA2
ENSG00000134285	ENST00000256680	FKBP11
ENSG00000169570	ENST00000304058	DTWD2
ENSG00000169957	ENST00000247774	ZNF768
ENSG00000169957	ENST00000380412	ZNF768
ENSG00000180638	ENST00000350657	SLC47A2
ENSG00000180638	ENST00000325411	SLC47A2
ENSG00000209880	ENST00000387145	AC005722.1
ENSG00000198793	ENST00000376838	FRAP1
ENSG00000198793	ENST00000361445	FRAP1
ENSG00000139537	ENST00000266984	CCDC65
ENSG00000139537	ENST00000320516	CCDC65
ENSG00000145781	ENST00000274458	COMMD10
ENSG00000198502	ENST00000395372	HLA-DRB5
ENSG00000198502	ENST00000374975	HLA-DRB5
ENSG00000172602	ENST00000309739	RND1
ENSG00000210711	ENST00000387976	AL162615.13
ENSG00000072210	ENST00000404114	ALDH3A2
ENSG00000072210	ENST00000339618	ALDH3A2
ENSG00000072210	ENST00000395575	ALDH3A2
ENSG00000072210	ENST00000176643	ALDH3A2
ENSG00000209872	ENST00000387137	AC025627.13
ENSG00000155792	ENST00000286234	DEPDC6
ENSG00000209117	ENST00000386382	AC025627.13
ENSG00000208631	ENST00000385896	AP005717.3
ENSG00000209861	ENST00000387126	AC025627.13
ENSG00000209856	ENST00000387121	AC025627.13
ENSG00000209852	ENST00000387117	AC025627.13
ENSG00000209840	ENST00000387105	AC025627.13
ENSG00000123159	ENST00000351277	GIPC1
ENSG00000123159	ENST00000393028	GIPC1
ENSG00000123159	ENST00000393029	GIPC1
ENSG00000123159	ENST00000393031	GIPC1
ENSG00000123159	ENST00000345425	GIPC1
ENSG00000123159	ENST00000393033	GIPC1
ENSG00000209827	ENST00000387092	AC025627.13
ENSG00000209823	ENST00000387088	AC025627.13
ENSG00000209820	ENST00000387085	AC025627.13
ENSG00000160951	ENST00000292513	PTGER1
ENSG00000140090	ENST00000351924	SLC24A4
ENSG00000140090	ENST00000318079	SLC24A4
ENSG00000140090	ENST00000298877	SLC24A4
ENSG00000140090	ENST00000393265	SLC24A4
ENSG00000188730	ENST00000340652	VWC2
ENSG00000077942	ENST00000396034	FBLN1
ENSG00000077942	ENST00000402984	FBLN1
ENSG00000077942	ENST00000262722	FBLN1
ENSG00000077942	ENST00000340923	FBLN1
ENSG00000077942	ENST00000348697	FBLN1
ENSG00000077942	ENST00000327858	FBLN1
ENSG00000218305	ENST00000406468	AC006024.1
ENSG00000005844	ENST00000315171	ITGAL
ENSG00000005844	ENST00000358164	ITGAL
ENSG00000005844	ENST00000356798	ITGAL
ENSG00000209954	ENST00000387219	AC116348.3
ENSG00000136982	ENST00000313655	DSCC1
ENSG00000179958	ENST00000319285	AC106782.6
ENSG00000165934	ENST00000298875	CPSF2
ENSG00000209809	ENST00000387074	AC004448.3
ENSG00000124212	ENST00000244043	PTGIS
ENSG00000167535	ENST00000301050	CACNB3
ENSG00000189343	ENST00000344515	AC004448.3
ENSG00000183648	ENST00000329559	NDUFB1
ENSG00000198034	ENST00000373626	RPS4X
ENSG00000198034	ENST00000316084	RPS4X
ENSG00000115234	ENST00000233575	SNX17
ENSG00000183696	ENST00000395560	UPP1
ENSG00000183696	ENST00000331803	UPP1
ENSG00000183696	ENST00000395564	UPP1
ENSG00000183696	ENST00000341253	UPP1
ENSG00000100376	ENST00000405673	FAM118A
ENSG00000100376	ENST00000405548	FAM118A
ENSG00000100376	ENST00000216214	FAM118A
ENSG00000123136	ENST00000324340	DDX39
ENSG00000123136	ENST00000242776	DDX39
ENSG00000158445	ENST00000371741	KCNB1
ENSG00000212321	ENST00000391019	AL670318.4
ENSG00000204296	ENST00000375007	C6orf10
ENSG00000204296	ENST00000375015	C6orf10
ENSG00000204296	ENST00000375009	C6orf10
ENSG00000204296	ENST00000305725	C6orf10
ENSG00000204296	ENST00000375002	C6orf10
ENSG00000186871	ENST00000373657	ERCC6L
ENSG00000186871	ENST00000395735	ERCC6L
ENSG00000186871	ENST00000334463	ERCC6L
ENSG00000213752	ENST00000396089	AL008718.23
ENSG00000211312	ENST00000388577	AL135749.3
ENSG00000174444	ENST00000307961	RPL4
ENSG00000152795	ENST00000349655	HNRPDL
ENSG00000152795	ENST00000295470	HNRPDL
ENSG00000166482	ENST00000395592	MFAP4
ENSG00000166482	ENST00000299610	MFAP4
ENSG00000116649	ENST00000376957	SRM
ENSG00000174446	ENST00000316634	SNAPC5
ENSG00000174446	ENST00000307979	SNAPC5
ENSG00000174446	ENST00000395589	SNAPC5
ENSG00000164744	ENST00000381040	SUNC1
ENSG00000164744	ENST00000395572	SUNC1
ENSG00000164744	ENST00000297325	SUNC1
ENSG00000180209	ENST00000322861	AC127457.2
ENSG00000183675	ENST00000395660	PTPN20B
ENSG00000183675	ENST00000395661	PTPN20B
ENSG00000183675	ENST00000374240	PTPN20B
ENSG00000183675	ENST00000395662	PTPN20B
ENSG00000183675	ENST00000331650	PTPN20B
ENSG00000183675	ENST00000395668	PTPN20B
ENSG00000183675	ENST00000374239	PTPN20B
ENSG00000183675	ENST00000374235	PTPN20B
ENSG00000183675	ENST00000374233	PTPN20B
ENSG00000183675	ENST00000395674	PTPN20B
ENSG00000183675	ENST00000374237	PTPN20B
ENSG00000164068	ENST00000327697	RNF123
ENSG00000164068	ENST00000389066	RNF123
ENSG00000066427	ENST00000340660	ATXN3
ENSG00000066427	ENST00000393287	ATXN3
ENSG00000066427	ENST00000359366	ATXN3
ENSG00000066427	ENST00000393289	ATXN3
ENSG00000066427	ENST00000359819	ATXN3
ENSG00000102309	ENST00000373662	PIN4
ENSG00000102309	ENST00000373669	PIN4
ENSG00000102309	ENST00000218432	PIN4
ENSG00000107623	ENST00000374247	GDF10
ENSG00000107623	ENST00000224605	GDF10
ENSG00000174233	ENST00000357869	ADCY6
ENSG00000174233	ENST00000307885	ADCY6
ENSG00000174233	ENST00000395210	ADCY6
ENSG00000198359	ENST00000317148	BX119917.9
ENSG00000211325	ENST00000388590	AC055855.9
ENSG00000009724	ENST00000376967	MASP2
ENSG00000009724	ENST00000234505	MASP2
ENSG00000009724	ENST00000400897	MASP2
ENSG00000009724	ENST00000400898	MASP2
ENSG00000128802	ENST00000249598	GDF2
ENSG00000100364	ENST00000391627	C22orf9
ENSG00000100364	ENST00000251993	C22orf9
ENSG00000100364	ENST00000396090	C22orf9
ENSG00000100364	ENST00000336156	C22orf9
ENSG00000204131	ENST00000373677	NHSL2
ENSG00000075131	ENST00000261881	TIPIN
ENSG00000145782	ENST00000379594	ATG12
ENSG00000145782	ENST00000274459	ATG12
ENSG00000169221	ENST00000380442	TBC1D10B
ENSG00000169221	ENST00000305663	TBC1D10B
ENSG00000166484	ENST00000359911	MAPK7
ENSG00000166484	ENST00000308406	MAPK7
ENSG00000166484	ENST00000395602	MAPK7
ENSG00000166484	ENST00000395604	MAPK7
ENSG00000166484	ENST00000299612	MAPK7
ENSG00000165388	ENST00000395702	ZNF488
ENSG00000165388	ENST00000298129	ZNF488
ENSG00000115211	ENST00000405940	EIF2B4
ENSG00000115211	ENST00000347454	EIF2B4
ENSG00000204301	ENST00000375023	NOTCH4
ENSG00000213690	ENST00000395679	AC021733.12
ENSG00000197376	ENST00000310194	OR8S1
ENSG00000100815	ENST00000267622	TRIP11
ENSG00000215785	ENST00000400899	AL358492.19
ENSG00000186810	ENST00000373691	CXCR3
ENSG00000186810	ENST00000373693	CXCR3
ENSG00000186810	ENST00000373687	CXCR3
ENSG00000129596	ENST00000250535	CDO1
ENSG00000207091	ENST00000384363	AC021822.21
ENSG00000093000	ENST00000407019	NUP50
ENSG00000093000	ENST00000396096	NUP50
ENSG00000093000	ENST00000355253	NUP50
ENSG00000093000	ENST00000347635	NUP50
ENSG00000175262	ENST00000377004	C1orf127
ENSG00000175262	ENST00000377008	C1orf127
ENSG00000213654	ENST00000375043	GPSM3
ENSG00000213654	ENST00000403803	GPSM3
ENSG00000213654	ENST00000375040	GPSM3
ENSG00000213654	ENST00000402726	GPSM3
ENSG00000166938	ENST00000319194	DIS3L
ENSG00000166938	ENST00000319212	DIS3L
ENSG00000184374	ENST00000332843	COLEC10
ENSG00000134970	ENST00000333314	TICAM2
ENSG00000134970	ENST00000282382	TICAM2
ENSG00000221963	ENST00000408975	Z79996.2
ENSG00000221870	ENST00000408967	CXorf1
ENSG00000221978	ENST00000408952	CR628411.1
ENSG00000167528	ENST00000301042	ZNF641
ENSG00000147174	ENST00000373695	ACRC
ENSG00000147174	ENST00000373696	ACRC
ENSG00000187166	ENST00000335017	H1FNT
ENSG00000110514	ENST00000405573	MADD
ENSG00000110514	ENST00000406482	MADD
ENSG00000110514	ENST00000395336	MADD
ENSG00000110514	ENST00000402192	MADD
ENSG00000110514	ENST00000407859	MADD
ENSG00000110514	ENST00000402799	MADD
ENSG00000110514	ENST00000342922	MADD
ENSG00000110514	ENST00000395342	MADD
ENSG00000110514	ENST00000349238	MADD
ENSG00000110514	ENST00000311027	MADD
ENSG00000110514	ENST00000395344	MADD
ENSG00000110514	ENST00000395349	MADD
ENSG00000138670	ENST00000264400	RASGEF1B
ENSG00000138670	ENST00000395570	RASGEF1B
ENSG00000177962	ENST00000317782	AC091981.4
ENSG00000164761	ENST00000297350	TNFRSF11B
ENSG00000177875	ENST00000316554	C12orf68
ENSG00000204304	ENST00000375050	PBX2
ENSG00000217438	ENST00000401844	RP11-408A13.1
ENSG00000072071	ENST00000361434	LPHN1
ENSG00000072071	ENST00000340736	LPHN1
ENSG00000124228	ENST00000371764	DDX27
ENSG00000172261	ENST00000303246	AL133174.15
ENSG00000138669	ENST00000395578	PRKG2
ENSG00000138669	ENST00000264399	PRKG2
ENSG00000164221	ENST00000395557	CCDC112
ENSG00000164221	ENST00000296647	CCDC112
ENSG00000164221	ENST00000379611	CCDC112
ENSG00000130940	ENST00000344008	CASZ1
ENSG00000130940	ENST00000377015	CASZ1
ENSG00000130940	ENST00000377022	CASZ1
ENSG00000209421	ENST00000386686	AL139423.25
ENSG00000072134	ENST00000395618	EPN2
ENSG00000072134	ENST00000395620	EPN2
ENSG00000072134	ENST00000347697	EPN2
ENSG00000072134	ENST00000314728	EPN2
ENSG00000072134	ENST00000395623	EPN2
ENSG00000072134	ENST00000395626	EPN2
ENSG00000072134	ENST00000395628	EPN2
ENSG00000165929	ENST00000360594	TC2N
ENSG00000165929	ENST00000340892	TC2N
ENSG00000209034	ENST00000386299	AL354751.7
ENSG00000138675	ENST00000380628	FGF5
ENSG00000138675	ENST00000357642	FGF5
ENSG00000138675	ENST00000312465	FGF5
ENSG00000211379	ENST00000388644	AL354751.7
ENSG00000213682	ENST00000395608	AL354751.7
ENSG00000146674	ENST00000275521	IGFBP3
ENSG00000146674	ENST00000381083	IGFBP3
ENSG00000146674	ENST00000381086	IGFBP3
ENSG00000196475	ENST00000358842	GK2
ENSG00000209907	ENST00000387172	AL356056.22
ENSG00000178069	ENST00000327059	AL133373.5
ENSG00000203506	ENST00000366321	AL133153.3
ENSG00000152556	ENST00000395233	PFKM
ENSG00000152556	ENST00000359794	PFKM
ENSG00000152556	ENST00000340802	PFKM
ENSG00000115204	ENST00000399052	MPV17
ENSG00000115204	ENST00000402722	MPV17
ENSG00000115204	ENST00000403262	MPV17
ENSG00000115204	ENST00000405076	MPV17
ENSG00000115204	ENST00000405983	MPV17
ENSG00000115204	ENST00000380044	MPV17
ENSG00000115204	ENST00000233545	MPV17
ENSG00000115204	ENST00000357186	MPV17
ENSG00000115204	ENST00000402310	MPV17
ENSG00000145020	ENST00000273588	AMT
ENSG00000145020	ENST00000395338	AMT
ENSG00000175279	ENST00000377049	CORT
ENSG00000175279	ENST00000400900	CORT
ENSG00000175279	ENST00000340156	CORT
ENSG00000175279	ENST00000309048	CORT
ENSG00000175279	ENST00000336114	CORT
ENSG00000175279	ENST00000320498	CORT
ENSG00000163794	ENST00000296099	UCN
ENSG00000164754	ENST00000297338	RAD21
ENSG00000080709	ENST00000328398	KCNN2
ENSG00000080709	ENST00000264773	KCNN2
ENSG00000080709	ENST00000389446	KCNN2
ENSG00000090054	ENST00000337841	SPTLC1
ENSG00000090054	ENST00000262554	SPTLC1
ENSG00000157890	ENST00000360698	MEGF11
ENSG00000157890	ENST00000395614	MEGF11
ENSG00000157890	ENST00000395625	MEGF11
ENSG00000157890	ENST00000288745	MEGF11
ENSG00000169627	ENST00000305321	BOLA2B
ENSG00000169627	ENST00000395175	BOLA2B
ENSG00000100796	ENST00000337238	SMEK1
ENSG00000119714	ENST00000238699	GPR68
ENSG00000138100	ENST00000380075	TRIM54
ENSG00000138100	ENST00000380073	TRIM54
ENSG00000138100	ENST00000296098	TRIM54
ENSG00000134574	ENST00000395419	DDB2
ENSG00000134574	ENST00000378601	DDB2
ENSG00000134574	ENST00000378600	DDB2
ENSG00000134574	ENST00000378603	DDB2
ENSG00000134574	ENST00000256996	DDB2
ENSG00000211307	ENST00000388572	AC011939.9
ENSG00000132005	ENST00000254325	RFX1
ENSG00000169071	ENST00000375708	ROR2
ENSG00000169071	ENST00000375710	ROR2
ENSG00000169071	ENST00000375715	ROR2
ENSG00000047188	ENST00000161863	YTHDC2
ENSG00000208686	ENST00000385951	AC087710.8
ENSG00000217828	ENST00000406544	RP11-408A13.2
ENSG00000210954	ENST00000388219	AC112253.3
ENSG00000204305	ENST00000375056	AGER
ENSG00000204305	ENST00000375061	AGER
ENSG00000204305	ENST00000375055	AGER
ENSG00000204305	ENST00000375059	AGER
ENSG00000204305	ENST00000375067	AGER
ENSG00000204305	ENST00000375065	AGER
ENSG00000204305	ENST00000375069	AGER
ENSG00000204305	ENST00000375076	AGER
ENSG00000204305	ENST00000375070	AGER
ENSG00000115194	ENST00000233535	SLC30A3
ENSG00000132000	ENST00000339560	PODNL1
ENSG00000132000	ENST00000254320	PODNL1
ENSG00000186654	ENST00000396119	ARHGAP8
ENSG00000186654	ENST00000336963	ARHGAP8
ENSG00000186654	ENST00000389774	ARHGAP8
ENSG00000186654	ENST00000356099	ARHGAP8
ENSG00000186654	ENST00000389772	ARHGAP8
ENSG00000186654	ENST00000389773	ARHGAP8
ENSG00000186654	ENST00000361473	ARHGAP8
ENSG00000186654	ENST00000403696	ARHGAP8
ENSG00000186654	ENST00000404016	ARHGAP8
ENSG00000186654	ENST00000396139	ARHGAP8
ENSG00000186654	ENST00000006251	ARHGAP8
ENSG00000186654	ENST00000396141	ARHGAP8
ENSG00000186654	ENST00000336985	ARHGAP8
ENSG00000186654	ENST00000389775	ARHGAP8
ENSG00000186654	ENST00000352766	ARHGAP8
ENSG00000186654	ENST00000336995	ARHGAP8
ENSG00000186654	ENST00000403581	ARHGAP8
ENSG00000188636	ENST00000341255	LDOC1L
ENSG00000172795	ENST00000389064	DCP2
ENSG00000172795	ENST00000389063	DCP2
ENSG00000211483	ENST00000390149	AC004990.1
ENSG00000199458	ENST00000362588	AL139098.15
ENSG00000129625	ENST00000261482	REEP5
ENSG00000129625	ENST00000379638	REEP5
ENSG00000147133	ENST00000395779	TAF1
ENSG00000147133	ENST00000373790	TAF1
ENSG00000147133	ENST00000276072	TAF1
ENSG00000186060	ENST00000395672	TRIM16L
ENSG00000186060	ENST00000395671	TRIM16L
ENSG00000164742	ENST00000297323	ADCY1
ENSG00000124214	ENST00000371830	STAU1
ENSG00000124214	ENST00000371792	STAU1
ENSG00000124214	ENST00000371802	STAU1
ENSG00000124214	ENST00000371805	STAU1
ENSG00000124214	ENST00000347458	STAU1
ENSG00000124214	ENST00000360426	STAU1
ENSG00000124214	ENST00000371828	STAU1
ENSG00000124214	ENST00000340954	STAU1
ENSG00000124214	ENST00000396163	STAU1
ENSG00000124214	ENST00000371856	STAU1
ENSG00000104979	ENST00000221576	C19orf53
ENSG00000213706	ENST00000395798	AL590762.1
ENSG00000188315	ENST00000343010	C3orf62
ENSG00000201429	ENST00000364559	AL049842.5
ENSG00000206686	ENST00000383959	AC091874.4
ENSG00000207704	ENST00000384971	AC021305.9
ENSG00000220999	ENST00000408072	AC083900.6
ENSG00000199769	ENST00000362899	AL627390.7
ENSG00000177352	ENST00000321895	CCDC71
ENSG00000156234	ENST00000286758	CXCL13
ENSG00000130222	ENST00000375769	GADD45G
ENSG00000130222	ENST00000252506	GADD45G
ENSG00000084774	ENST00000403525	CAD
ENSG00000084774	ENST00000264705	CAD
ENSG00000176993	ENST00000316585	AL590233.23
ENSG00000200448	ENST00000363578	AL049757.14
ENSG00000178382	ENST00000316405	AC104771.4
ENSG00000213253	ENST00000393148	AC011446.6
ENSG00000102882	ENST00000395199	MAPK3
ENSG00000102882	ENST00000403394	MAPK3
ENSG00000102882	ENST00000395200	MAPK3
ENSG00000102882	ENST00000395202	MAPK3
ENSG00000102882	ENST00000322266	MAPK3
ENSG00000102882	ENST00000263025	MAPK3
ENSG00000160888	ENST00000393152	IER2
ENSG00000160888	ENST00000292433	IER2
ENSG00000134986	ENST00000379671	C5orf13
ENSG00000134986	ENST00000257435	C5orf13
ENSG00000134986	ENST00000395634	C5orf13
ENSG00000074603	ENST00000358939	DPP8
ENSG00000074603	ENST00000300141	DPP8
ENSG00000074603	ENST00000339244	DPP8
ENSG00000074603	ENST00000395652	DPP8
ENSG00000074603	ENST00000321118	DPP8
ENSG00000074603	ENST00000341861	DPP8
ENSG00000074603	ENST00000321147	DPP8
ENSG00000164211	ENST00000296632	STARD4
ENSG00000139219	ENST00000380518	COL2A1
ENSG00000139219	ENST00000395281	COL2A1
ENSG00000139219	ENST00000360091	COL2A1
ENSG00000139219	ENST00000337299	COL2A1
ENSG00000139219	ENST00000354516	COL2A1
ENSG00000102886	ENST00000406256	GDPD3
ENSG00000102886	ENST00000360688	GDPD3
ENSG00000102886	ENST00000323517	GDPD3
ENSG00000176974	ENST00000395682	SHMT1
ENSG00000176974	ENST00000329968	SHMT1
ENSG00000176974	ENST00000395684	SHMT1
ENSG00000176974	ENST00000395685	SHMT1
ENSG00000176974	ENST00000352886	SHMT1
ENSG00000176974	ENST00000354098	SHMT1
ENSG00000176974	ENST00000316694	SHMT1
ENSG00000104915	ENST00000343587	STX10
ENSG00000104915	ENST00000242770	STX10
ENSG00000176994	ENST00000316811	SMCR8
ENSG00000176994	ENST00000406438	SMCR8
ENSG00000176994	ENST00000395695	SMCR8
ENSG00000138758	ENST00000264893	SEPT11
ENSG00000160877	ENST00000292431	BTBD14B
ENSG00000152495	ENST00000282356	CAMK4
ENSG00000197162	ENST00000395216	ZNF688
ENSG00000197162	ENST00000321694	ZNF688
ENSG00000197162	ENST00000223459	ZNF688
ENSG00000197162	ENST00000395219	ZNF688
ENSG00000197162	ENST00000395222	ZNF688
ENSG00000130939	ENST00000377157	UBE4B
ENSG00000130939	ENST00000400901	UBE4B
ENSG00000130939	ENST00000377153	UBE4B
ENSG00000130939	ENST00000253251	UBE4B
ENSG00000130939	ENST00000343090	UBE4B
ENSG00000200314	ENST00000363444	AL109920.15
ENSG00000220987	ENST00000408060	AC084368.5
ENSG00000209706	ENST00000386971	AC115088.6
ENSG00000213687	ENST00000395666	AC034139.7
ENSG00000202051	ENST00000365181	AC016925.15
ENSG00000134987	ENST00000323652	WDR36
ENSG00000174498	ENST00000327987	PUNC
ENSG00000118804	ENST00000237642	STBD1
ENSG00000145777	ENST00000344895	TSLP
ENSG00000145777	ENST00000379706	TSLP
ENSG00000104907	ENST00000221504	TRMT1
ENSG00000104907	ENST00000357720	TRMT1
ENSG00000138074	ENST00000401463	SLC5A6
ENSG00000138074	ENST00000408041	SLC5A6
ENSG00000138074	ENST00000310574	SLC5A6
ENSG00000138617	ENST00000261888	PARP16
ENSG00000187742	ENST00000339901	SECISBP2
ENSG00000187742	ENST00000375807	SECISBP2
ENSG00000187742	ENST00000395669	SECISBP2
ENSG00000104903	ENST00000264824	LYL1
ENSG00000165406	ENST00000374390	MARCH8
ENSG00000165406	ENST00000395769	MARCH8
ENSG00000165406	ENST00000319836	MARCH8
ENSG00000165406	ENST00000395771	MARCH8
ENSG00000177427	ENST00000395703	SMCR7
ENSG00000177427	ENST00000395704	SMCR7
ENSG00000177427	ENST00000395706	SMCR7
ENSG00000177427	ENST00000323019	SMCR7
ENSG00000177427	ENST00000395708	SMCR7
ENSG00000179284	ENST00000317060	DAND5
ENSG00000179284	ENST00000393168	DAND5
ENSG00000164209	ENST00000355943	SLC25A46
ENSG00000164209	ENST00000296626	SLC25A46
ENSG00000186143	ENST00000335524	C2orf53
ENSG00000210639	ENST00000387904	AC135506.3
ENSG00000173614	ENST00000377204	NMNAT1
ENSG00000173614	ENST00000403197	NMNAT1
ENSG00000173614	ENST00000377205	NMNAT1
ENSG00000212094	ENST00000390805	AC092765.2
ENSG00000138615	ENST00000261883	CILP
ENSG00000138760	ENST00000264896	SCARB2
ENSG00000168452	ENST00000375143	PPT2
ENSG00000168452	ENST00000375137	PPT2
ENSG00000168452	ENST00000324816	PPT2
ENSG00000168452	ENST00000395523	PPT2
ENSG00000168452	ENST00000361568	PPT2
ENSG00000221988	ENST00000361782	EGFL8
ENSG00000221988	ENST00000333845	EGFL8
ENSG00000221988	ENST00000395512	EGFL8
ENSG00000173421	ENST00000395434	CCDC36
ENSG00000173421	ENST00000309062	CCDC36
ENSG00000173421	ENST00000296449	CCDC36
ENSG00000012779	ENST00000374391	ALOX5
ENSG00000100347	ENST00000350028	SAMM50
ENSG00000100347	ENST00000396202	SAMM50
ENSG00000136286	ENST00000258787	MYO1G
ENSG00000148082	ENST00000375830	SHC3
ENSG00000148082	ENST00000375831	SHC3
ENSG00000148082	ENST00000375835	SHC3
ENSG00000172678	ENST00000374401	OR13A1
ENSG00000172678	ENST00000309038	OR13A1
ENSG00000146676	ENST00000395699	PURB
ENSG00000162441	ENST00000377213	LZIC
ENSG00000162441	ENST00000377223	LZIC
ENSG00000162441	ENST00000400903	LZIC
ENSG00000166855	ENST00000300107	CLPX
ENSG00000165512	ENST00000298299	ZNF22
ENSG00000213694	ENST00000375846	EDG3
ENSG00000213694	ENST00000358157	EDG3
ENSG00000179262	ENST00000316856	RAD23A
ENSG00000165511	ENST00000298298	C10orf25
ENSG00000100764	ENST00000261303	PSMC1
ENSG00000186354	ENST00000375850	C9orf47
ENSG00000186354	ENST00000375851	C9orf47
ENSG00000186354	ENST00000334490	C9orf47
ENSG00000090470	ENST00000204549	PDCD7
ENSG00000090470	ENST00000380204	PDCD7
ENSG00000177731	ENST00000379450	FLII
ENSG00000177731	ENST00000327031	FLII
ENSG00000218212	ENST00000407907	RP11-280O24.3
ENSG00000103710	ENST00000220062	RASL12
ENSG00000178585	ENST00000377256	CTNNBIP1
ENSG00000178585	ENST00000377258	CTNNBIP1
ENSG00000178585	ENST00000377263	CTNNBIP1
ENSG00000178585	ENST00000377260	CTNNBIP1
ENSG00000178585	ENST00000361853	CTNNBIP1
ENSG00000178585	ENST00000400904	CTNNBIP1
ENSG00000221120	ENST00000408193	AC061705.16
ENSG00000147130	ENST00000373978	ZMYM3
ENSG00000147130	ENST00000373981	ZMYM3
ENSG00000147130	ENST00000373982	ZMYM3
ENSG00000147130	ENST00000373984	ZMYM3
ENSG00000147130	ENST00000373988	ZMYM3
ENSG00000147130	ENST00000373998	ZMYM3
ENSG00000147130	ENST00000314425	ZMYM3
ENSG00000147130	ENST00000353904	ZMYM3
ENSG00000100341	ENST00000381198	PNPLA5
ENSG00000100341	ENST00000216177	PNPLA5
ENSG00000186198	ENST00000334287	AC013553.14
ENSG00000186198	ENST00000395712	AC013553.14
ENSG00000196262	ENST00000355968	PPIA
ENSG00000208693	ENST00000385958	AC104946.4
ENSG00000208698	ENST00000385963	AC104946.4
ENSG00000203476	ENST00000366293	AC004859.3
ENSG00000061273	ENST00000380610	HDAC7
ENSG00000061273	ENST00000080059	HDAC7
ENSG00000061273	ENST00000354334	HDAC7
ENSG00000061273	ENST00000310824	HDAC7
ENSG00000164794	ENST00000297404	KCNV1
ENSG00000211584	ENST00000390229	AC004466.1
ENSG00000131899	ENST00000316843	LLGL1
ENSG00000151422	ENST00000281092	FER
ENSG00000124126	ENST00000396220	RP11-269H4.1
ENSG00000124126	ENST00000396223	RP11-269H4.1
ENSG00000124126	ENST00000371941	RP11-269H4.1
ENSG00000156345	ENST00000375871	CCRK
ENSG00000156345	ENST00000375883	CCRK
ENSG00000156345	ENST00000336654	CCRK
ENSG00000156345	ENST00000325303	CCRK
ENSG00000156345	ENST00000286878	CCRK
ENSG00000149925	ENST00000395240	ALDOA
ENSG00000149925	ENST00000338110	ALDOA
ENSG00000149925	ENST00000395248	ALDOA
ENSG00000178057	ENST00000395457	C3orf60
ENSG00000178057	ENST00000395458	C3orf60
ENSG00000178057	ENST00000326912	C3orf60
ENSG00000178057	ENST00000326925	C3orf60
ENSG00000107551	ENST00000374411	RASSF4
ENSG00000107551	ENST00000374414	RASSF4
ENSG00000107551	ENST00000374417	RASSF4
ENSG00000107551	ENST00000340258	RASSF4
ENSG00000107551	ENST00000334940	RASSF4
ENSG00000147654	ENST00000337573	EBAG9
ENSG00000147654	ENST00000276658	EBAG9
ENSG00000147654	ENST00000395785	EBAG9
ENSG00000207148	ENST00000384419	AC093867.3
