Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name
ENSG00000236149	ENST00000416932	ABCF1
ENSG00000236149	ENST00000423030	ABCF1
ENSG00000236688	ENST00000413337	HLA-N
ENSG00000228455	ENST00000432203	AC005606.3-1
ENSG00000227100	ENST00000452951	HCG19P
ENSG00000231141	ENST00000417334	TTTY3
ENSG00000157379	ENST00000288111	DHRS1
ENSG00000157379	ENST00000396813	DHRS1
ENSG00000228496	ENST00000455754	AC106875.1
ENSG00000228496	ENST00000435175	AC106875.1
ENSG00000236122	ENST00000422739	UBQLN1P
ENSG00000232614	ENST00000429406	AC010682.6
ENSG00000127554	ENST00000248114	GFER
ENSG00000127554	ENST00000425414	GFER
ENSG00000237034	ENST00000454140	MICC
ENSG00000203643	ENST00000430048	AC012456.3
ENSG00000203643	ENST00000366450	AC012456.3
ENSG00000225326	ENST00000412165	AC010682.5
ENSG00000164631	ENST00000405858	ZNF12
ENSG00000164631	ENST00000404360	ZNF12
ENSG00000164631	ENST00000330442	ZNF12
ENSG00000164631	ENST00000342651	ZNF12
ENSG00000164631	ENST00000399476	ZNF12
ENSG00000164631	ENST00000436300	ZNF12
ENSG00000164631	ENST00000394917	ZNF12
ENSG00000223406	ENST00000449659	AC010682.7
ENSG00000183773	ENST00000399167	AIFM3
ENSG00000183773	ENST00000399163	AIFM3
ENSG00000183773	ENST00000417515	AIFM3
ENSG00000183773	ENST00000441376	AIFM3
ENSG00000183773	ENST00000434714	AIFM3
ENSG00000183773	ENST00000426113	AIFM3
ENSG00000183773	ENST00000405089	AIFM3
ENSG00000183773	ENST00000335375	AIFM3
ENSG00000183773	ENST00000440238	AIFM3
ENSG00000183773	ENST00000333607	AIFM3
ENSG00000231376	ENST00000456802	HMGN2L
ENSG00000229343	ENST00000451423	AC017005.1
ENSG00000219410	ENST00000407384	AC125494.2-1
ENSG00000224211	ENST00000443838	RP11-536D16.2
ENSG00000179314	ENST00000317744	WSCD1
ENSG00000137261	ENST00000378214	KIAA0319
ENSG00000137261	ENST00000430948	KIAA0319
ENSG00000088827	ENST00000419548	SIGLEC1
ENSG00000088827	ENST00000344754	SIGLEC1
ENSG00000088827	ENST00000202578	SIGLEC1
ENSG00000234095	ENST00000416846	HLA-N
ENSG00000236422	ENST00000434495	HCG19P
ENSG00000232695	ENST00000414751	AC017005.2
ENSG00000223775	ENST00000412451	MRPS18B
ENSG00000223775	ENST00000428224	MRPS18B
ENSG00000235223	ENST00000457073	TMPOP1
ENSG00000231659	ENST00000425710	UBQLN1P
ENSG00000205549	ENST00000380685	C9orf92
ENSG00000205549	ENST00000357468	C9orf92
ENSG00000205549	ENST00000380683	C9orf92
ENSG00000205549	ENST00000433347	C9orf92
ENSG00000205549	ENST00000443715	C9orf92
ENSG00000231350	ENST00000430305	C6orf205
ENSG00000231350	ENST00000420112	C6orf205
ENSG00000127561	ENST00000248121	SYNGR3
ENSG00000127561	ENST00000320633	SYNGR3
ENSG00000235511	ENST00000420889	AC017005.3
ENSG00000113460	ENST00000336767	BXDC2
ENSG00000233315	ENST00000425738	XXbac-BPG249D20.9
ENSG00000223693	ENST00000422122	SUCLA2P
ENSG00000229187	ENST00000458181	MICC
ENSG00000227589	ENST00000443034	RP5-1092A11.5
ENSG00000232914	ENST00000421750	AC007965.1
ENSG00000229038	ENST00000445316	RANP1
ENSG00000229038	ENST00000411623	RANP1
ENSG00000225026	ENST00000419844	AC091492.2
ENSG00000235131	ENST00000416554	RP5-1092A11.2
ENSG00000223655	ENST00000412737	AC007965.2
ENSG00000233700	ENST00000457971	TMPOP1
ENSG00000206493	ENST00000383597	HLA-E
ENSG00000227372	ENST00000447410	RP5-1092A11.4
ENSG00000227372	ENST00000452079	RP5-1092A11.4
ENSG00000227372	ENST00000418088	RP5-1092A11.4
ENSG00000227372	ENST00000419973	RP5-1092A11.4
ENSG00000227372	ENST00000423764	RP5-1092A11.4
ENSG00000230854	ENST00000419224	AC007965.3
ENSG00000237108	ENST00000426735	XXbac-BPG118E17.9
ENSG00000227754	ENST00000430272	SUCLA2P
ENSG00000161091	ENST00000389395	C19orf28
ENSG00000161091	ENST00000442407	C19orf28
ENSG00000161091	ENST00000398558	C19orf28
ENSG00000161091	ENST00000355415	C19orf28
ENSG00000228147	ENST00000431426	HCG22
ENSG00000227635	ENST00000420603	AC007965.4
ENSG00000224554	ENST00000414129	RANP1
ENSG00000224554	ENST00000424118	RANP1
ENSG00000237546	ENST00000440468	AC007965.5
ENSG00000237893	ENST00000447991	AC007965.3-1
ENSG00000104722	ENST00000221166	NEF3
ENSG00000104722	ENST00000437366	NEF3
ENSG00000104722	ENST00000433454	NEF3
ENSG00000134324	ENST00000396099	LPIN1
ENSG00000134324	ENST00000396098	LPIN1
ENSG00000134324	ENST00000449576	LPIN1
ENSG00000134324	ENST00000256720	LPIN1
ENSG00000134324	ENST00000425416	LPIN1
ENSG00000134324	ENST00000441684	LPIN1
ENSG00000134324	ENST00000423495	LPIN1
ENSG00000134324	ENST00000396097	LPIN1
ENSG00000134324	ENST00000454151	LPIN1
ENSG00000134324	ENST00000404113	LPIN1
ENSG00000134324	ENST00000453987	LPIN1
ENSG00000172283	ENST00000306589	PRYP4
ENSG00000172283	ENST00000338673	PRYP4
ENSG00000173068	ENST00000380672	BNC2
ENSG00000173068	ENST00000418777	BNC2
ENSG00000173068	ENST00000411752	BNC2
ENSG00000173068	ENST00000436939	BNC2
ENSG00000173068	ENST00000456672	BNC2
ENSG00000173068	ENST00000420953	BNC2
ENSG00000173068	ENST00000380667	BNC2
ENSG00000173068	ENST00000380666	BNC2
ENSG00000173068	ENST00000456779	BNC2
ENSG00000173068	ENST00000451290	BNC2
ENSG00000231179	ENST00000451603	MICB
ENSG00000231179	ENST00000442104	MICB
ENSG00000231179	ENST00000456241	MICB
ENSG00000236632	ENST00000425603	HLA-E
ENSG00000196943	ENST00000267425	C14orf21
ENSG00000196943	ENST00000396802	C14orf21
ENSG00000167962	ENST00000431526	ZNF598
ENSG00000167962	ENST00000446417	ZNF598
ENSG00000167962	ENST00000248125	ZNF598
ENSG00000167962	ENST00000425783	ZNF598
ENSG00000187953	ENST00000338780	PMS2CL
ENSG00000187953	ENST00000348899	PMS2CL
ENSG00000187953	ENST00000403974	PMS2CL
ENSG00000187953	ENST00000431453	PMS2CL
ENSG00000162592	ENST00000294600	CCDC27
ENSG00000129221	ENST00000381129	AIPL1
ENSG00000129221	ENST00000444243	AIPL1
ENSG00000129221	ENST00000427706	AIPL1
ENSG00000129221	ENST00000381128	AIPL1
ENSG00000129221	ENST00000250087	AIPL1
ENSG00000229470	ENST00000428189	GNL1
ENSG00000229470	ENST00000413106	GNL1
ENSG00000229470	ENST00000449114	GNL1
ENSG00000229470	ENST00000436997	GNL1
ENSG00000229470	ENST00000455698	GNL1
ENSG00000229470	ENST00000415426	GNL1
ENSG00000229470	ENST00000435788	GNL1
ENSG00000227867	ENST00000436690	AC007965.7
ENSG00000126746	ENST00000396799	ZNF384
ENSG00000126746	ENST00000436774	ZNF384
ENSG00000126746	ENST00000355772	ZNF384
ENSG00000126746	ENST00000417772	ZNF384
ENSG00000126746	ENST00000361959	ZNF384
ENSG00000126746	ENST00000319770	ZNF384
ENSG00000126746	ENST00000396795	ZNF384
ENSG00000126746	ENST00000396801	ZNF384
ENSG00000227655	ENST00000443730	PTMAP1
ENSG00000227655	ENST00000456700	PTMAP1
ENSG00000231716	ENST00000451661	AC007965.8
ENSG00000234744	ENST00000421008	AC007965.9
ENSG00000229260	ENST00000446200	RP11-414H17.7
ENSG00000224120	ENST00000430141	C6orf136
ENSG00000224120	ENST00000455682	C6orf136
ENSG00000224120	ENST00000442792	C6orf136
ENSG00000232547	ENST00000435526	RP11-414H17.6
ENSG00000183397	ENST00000329493	C19orf71
ENSG00000168724	ENST00000382021	DNAJA5
ENSG00000168724	ENST00000303525	DNAJA5
ENSG00000168724	ENST00000342382	DNAJA5
ENSG00000233156	ENST00000437934	AC007965.10
ENSG00000226968	ENST00000421002	RP11-380B4.2
ENSG00000104725	ENST00000221169	NEFL
ENSG00000104725	ENST00000380781	NEFL
ENSG00000104725	ENST00000311854	NEFL
ENSG00000234888	ENST00000411536	AC007965.11
ENSG00000236934	ENST00000450556	XXbac-BPG249D20.9
ENSG00000227604	ENST00000412787	RP11-218A18.1
ENSG00000198067	ENST00000382273	AC006991.3
ENSG00000235169	ENST00000444870	RP1-286D6.2
ENSG00000235169	ENST00000452264	RP1-286D6.2
ENSG00000132256	ENST00000380034	TRIM5
ENSG00000132256	ENST00000305836	TRIM5
ENSG00000132256	ENST00000380015	TRIM5
ENSG00000132256	ENST00000380027	TRIM5
ENSG00000132256	ENST00000433961	TRIM5
ENSG00000132256	ENST00000396853	TRIM5
ENSG00000132256	ENST00000438025	TRIM5
ENSG00000132256	ENST00000396855	TRIM5
ENSG00000132256	ENST00000396847	TRIM5
ENSG00000132256	ENST00000358089	TRIM5
ENSG00000132256	ENST00000412903	TRIM5
ENSG00000132256	ENST00000441990	TRIM5
ENSG00000132256	ENST00000419850	TRIM5
ENSG00000185774	ENST00000382152	KCNIP4
ENSG00000185774	ENST00000382150	KCNIP4
ENSG00000185774	ENST00000382148	KCNIP4
ENSG00000185774	ENST00000354426	KCNIP4
ENSG00000185774	ENST00000359001	KCNIP4
ENSG00000185774	ENST00000413487	KCNIP4
ENSG00000185774	ENST00000447367	KCNIP4
ENSG00000185774	ENST00000382149	KCNIP4
ENSG00000215507	ENST00000438541	AC007965.12
ENSG00000215507	ENST00000400476	AC007965.12
ENSG00000215507	ENST00000448881	AC007965.12
ENSG00000215507	ENST00000426555	AC007965.12
ENSG00000133116	ENST00000380099	KL
ENSG00000133116	ENST00000426690	KL
ENSG00000154743	ENST00000314571	TSEN2
ENSG00000154743	ENST00000454502	TSEN2
ENSG00000154743	ENST00000446004	TSEN2
ENSG00000154743	ENST00000284995	TSEN2
ENSG00000154743	ENST00000383797	TSEN2
ENSG00000154743	ENST00000402228	TSEN2
ENSG00000154743	ENST00000444864	TSEN2
ENSG00000154743	ENST00000415684	TSEN2
ENSG00000154743	ENST00000455118	TSEN2
ENSG00000154743	ENST00000412698	TSEN2
ENSG00000230616	ENST00000440658	PPIAP9
ENSG00000232711	ENST00000429185	CT009531.8
ENSG00000235014	ENST00000439103	AC006991.2
ENSG00000233965	ENST00000450413	RPL15P4
ENSG00000132622	ENST00000399705	HSPA12B
ENSG00000132622	ENST00000254963	HSPA12B
ENSG00000132622	ENST00000399701	HSPA12B
ENSG00000225876	ENST00000426199	AC024067.1
ENSG00000183971	ENST00000329610	NPW
ENSG00000225228	ENST00000424816	MCCD1
ENSG00000231756	ENST00000430640	RP11-183I6.2
ENSG00000229238	ENST00000443840	AC024067.2
ENSG00000229238	ENST00000367272	AC024067.2
ENSG00000130764	ENST00000378251	LRRC47
ENSG00000230694	ENST00000439447	RP11-62F24.1
ENSG00000215235	ENST00000399857	AP001357.5
ENSG00000234779	ENST00000450445	RP11-62F24.2
ENSG00000233551	ENST00000438629	RP11-335H2.2
ENSG00000064961	ENST00000416526	HMG20B
ENSG00000064961	ENST00000333651	HMG20B
ENSG00000064961	ENST00000417382	HMG20B
ENSG00000064961	ENST00000453933	HMG20B
ENSG00000064961	ENST00000435022	HMG20B
ENSG00000064961	ENST00000262949	HMG20B
ENSG00000064961	ENST00000402569	HMG20B
ENSG00000064961	ENST00000405446	HMG20B
ENSG00000231377	ENST00000458094	DHX16
ENSG00000231377	ENST00000453879	DHX16
ENSG00000231377	ENST00000450691	DHX16
ENSG00000235801	ENST00000422235	XXbac-BPG249D20.9
ENSG00000129195	ENST00000250056	FAM64A
ENSG00000129195	ENST00000308855	FAM64A
ENSG00000065054	ENST00000424542	SLC9A3R2
ENSG00000065054	ENST00000432365	SLC9A3R2
ENSG00000065054	ENST00000191922	SLC9A3R2
ENSG00000237153	ENST00000430545	RP11-132E11.2
ENSG00000218186	ENST00000406052	RP11-252E3.2
ENSG00000233843	ENST00000417124	AC013734.1
ENSG00000136305	ENST00000258807	CIDEB
ENSG00000226470	ENST00000456717	RP11-132E11.3
ENSG00000230995	ENST00000420949	PPP1R10
ENSG00000234549	ENST00000456215	C6orf134
ENSG00000234549	ENST00000416917	C6orf134
ENSG00000234549	ENST00000432356	C6orf134
ENSG00000234549	ENST00000443075	C6orf134
ENSG00000234549	ENST00000454987	C6orf134
ENSG00000234549	ENST00000411724	C6orf134
ENSG00000234549	ENST00000457334	C6orf134
ENSG00000237083	ENST00000435405	RP11-132E11.4
ENSG00000206492	ENST00000383596	GNL1
ENSG00000206492	ENST00000455646	GNL1
ENSG00000206492	ENST00000419346	GNL1
ENSG00000206492	ENST00000414410	GNL1
ENSG00000206492	ENST00000448565	GNL1
ENSG00000206492	ENST00000414173	GNL1
ENSG00000206492	ENST00000458592	GNL1
ENSG00000235212	ENST00000451390	AC013734.2
ENSG00000213906	ENST00000336557	LTB4R2
ENSG00000168675	ENST00000361205	C18orf1
ENSG00000168675	ENST00000399848	C18orf1
ENSG00000168675	ENST00000399847	C18orf1
ENSG00000168675	ENST00000359446	C18orf1
ENSG00000168675	ENST00000435606	C18orf1
ENSG00000168675	ENST00000361303	C18orf1
ENSG00000188399	ENST00000452478	AC013734.3
ENSG00000188399	ENST00000344424	AC013734.3
ENSG00000213903	ENST00000345363	LTB4R
ENSG00000213903	ENST00000396789	LTB4R
ENSG00000213903	ENST00000396782	LTB4R
ENSG00000111802	ENST00000378198	TTRAP
ENSG00000111802	ENST00000341060	TTRAP
ENSG00000169402	ENST00000433859	RSPH10B2
ENSG00000169402	ENST00000404077	RSPH10B2
ENSG00000169402	ENST00000403107	RSPH10B2
ENSG00000169402	ENST00000418406	RSPH10B2
ENSG00000169402	ENST00000435395	RSPH10B2
ENSG00000169402	ENST00000455618	RSPH10B2
ENSG00000169402	ENST00000297186	RSPH10B2
ENSG00000169402	ENST00000359718	RSPH10B2
ENSG00000113492	ENST00000231420	AGXT2
ENSG00000091622	ENST00000262483	PITPNM3
ENSG00000065057	ENST00000219066	NTHL1
ENSG00000237889	ENST00000437943	BAT1
ENSG00000237889	ENST00000448800	BAT1
ENSG00000237889	ENST00000426766	BAT1
ENSG00000237889	ENST00000420337	BAT1
ENSG00000237889	ENST00000439869	BAT1
ENSG00000237889	ENST00000446036	BAT1
ENSG00000237889	ENST00000412386	BAT1
ENSG00000237889	ENST00000432549	BAT1
ENSG00000237889	ENST00000416325	BAT1
ENSG00000237889	ENST00000455806	BAT1
ENSG00000237889	ENST00000427927	BAT1
ENSG00000237889	ENST00000427652	BAT1
ENSG00000237889	ENST00000457121	BAT1
ENSG00000237889	ENST00000433789	BAT1
ENSG00000237889	ENST00000433987	BAT1
ENSG00000237889	ENST00000434740	BAT1
ENSG00000237889	ENST00000451465	BAT1
ENSG00000237889	ENST00000415084	BAT1
ENSG00000139200	ENST00000320591	C12orf53
ENSG00000139200	ENST00000439553	C12orf53
ENSG00000147459	ENST00000410074	DOCK5
ENSG00000147459	ENST00000276440	DOCK5
ENSG00000147459	ENST00000444569	DOCK5
ENSG00000147459	ENST00000433448	DOCK5
ENSG00000133121	ENST00000336934	STARD13
ENSG00000133121	ENST00000361430	STARD13
ENSG00000133121	ENST00000399365	STARD13
ENSG00000133121	ENST00000255486	STARD13
ENSG00000133121	ENST00000399364	STARD13
ENSG00000133121	ENST00000344312	STARD13
ENSG00000133121	ENST00000458122	STARD13
ENSG00000044459	ENST00000425824	CNTLN
ENSG00000044459	ENST00000380647	CNTLN
ENSG00000044459	ENST00000262360	CNTLN
ENSG00000044459	ENST00000380643	CNTLN
ENSG00000044459	ENST00000380641	CNTLN
ENSG00000116198	ENST00000378224	KIAA0562
ENSG00000116198	ENST00000378230	KIAA0562
ENSG00000116198	ENST00000438539	KIAA0562
ENSG00000116198	ENST00000443466	KIAA0562
ENSG00000116198	ENST00000428079	KIAA0562
ENSG00000116198	ENST00000378223	KIAA0562
ENSG00000232143	ENST00000454829	GNL1
ENSG00000232143	ENST00000442703	GNL1
ENSG00000232143	ENST00000437138	GNL1
ENSG00000232143	ENST00000432956	GNL1
ENSG00000232143	ENST00000415771	GNL1
ENSG00000232143	ENST00000443223	GNL1
ENSG00000232143	ENST00000416639	GNL1
ENSG00000215506	ENST00000457266	AC019099.1
ENSG00000215506	ENST00000419256	AC019099.1
ENSG00000215506	ENST00000427445	AC019099.1
ENSG00000215506	ENST00000447568	AC019099.1
ENSG00000177150	ENST00000322247	C18orf19
ENSG00000177150	ENST00000402563	C18orf19
ENSG00000177150	ENST00000457610	C18orf19
ENSG00000237945	ENST00000427447	AP000569.8
ENSG00000237945	ENST00000400353	AP000569.8
ENSG00000205673	ENST00000381181	AP000569.2
ENSG00000214955	ENST00000399312	MRPS6
ENSG00000214955	ENST00000362077	MRPS6
ENSG00000214955	ENST00000427022	MRPS6
ENSG00000227420	ENST00000454427	MRPS18B
ENSG00000227420	ENST00000437247	MRPS18B
ENSG00000112304	ENST00000230048	THEM2
ENSG00000140199	ENST00000397702	SLC12A6
ENSG00000140199	ENST00000458406	SLC12A6
ENSG00000140199	ENST00000354181	SLC12A6
ENSG00000140199	ENST00000397707	SLC12A6
ENSG00000140199	ENST00000451844	SLC12A6
ENSG00000140199	ENST00000290209	SLC12A6
ENSG00000170525	ENST00000379784	PFKFB3
ENSG00000170525	ENST00000379789	PFKFB3
ENSG00000170525	ENST00000379781	PFKFB3
ENSG00000170525	ENST00000379785	PFKFB3
ENSG00000170525	ENST00000379775	PFKFB3
ENSG00000170525	ENST00000379782	PFKFB3
ENSG00000170525	ENST00000317350	PFKFB3
ENSG00000170525	ENST00000360521	PFKFB3
ENSG00000170525	ENST00000358499	PFKFB3
ENSG00000170525	ENST00000444592	PFKFB3
ENSG00000170525	ENST00000450232	PFKFB3
ENSG00000170525	ENST00000414237	PFKFB3
ENSG00000170525	ENST00000441697	PFKFB3
ENSG00000224240	ENST00000420810	AC019099.2
ENSG00000227629	ENST00000456738	AC019099.4
ENSG00000101654	ENST00000383314	RNMT
ENSG00000101654	ENST00000262173	RNMT
ENSG00000198743	ENST00000381151	SLC5A3
ENSG00000099949	ENST00000215739	LZTR1
ENSG00000099949	ENST00000389355	LZTR1
ENSG00000099949	ENST00000414985	LZTR1
ENSG00000099949	ENST00000443265	LZTR1
ENSG00000099949	ENST00000415354	LZTR1
ENSG00000099949	ENST00000439171	LZTR1
ENSG00000099949	ENST00000452988	LZTR1
ENSG00000099949	ENST00000415817	LZTR1
ENSG00000230790	ENST00000431500	AC012456.4
ENSG00000101220	ENST00000399672	C20orf27
ENSG00000101220	ENST00000399683	C20orf27
ENSG00000101220	ENST00000405186	C20orf27
ENSG00000101220	ENST00000379772	C20orf27
ENSG00000101220	ENST00000379765	C20orf27
ENSG00000101220	ENST00000399673	C20orf27
ENSG00000101220	ENST00000217195	C20orf27
ENSG00000129467	ENST00000310677	ADCY4
ENSG00000129467	ENST00000418030	ADCY4
ENSG00000129467	ENST00000396747	ADCY4
ENSG00000237917	ENST00000435945	AC019099.5
ENSG00000179855	ENST00000322315	GIPC3
ENSG00000224184	ENST00000429878	AC096559.1
ENSG00000224184	ENST00000438292	AC096559.1
ENSG00000224184	ENST00000451644	AC096559.1
ENSG00000224184	ENST00000412294	AC096559.1
ENSG00000224184	ENST00000450916	AC096559.1
ENSG00000224184	ENST00000449986	AC096559.1
ENSG00000224184	ENST00000412606	AC096559.1
ENSG00000132274	ENST00000379965	TRIM22
ENSG00000132274	ENST00000455293	TRIM22
ENSG00000132274	ENST00000425490	TRIM22
ENSG00000132274	ENST00000454828	TRIM22
ENSG00000132274	ENST00000414641	TRIM22
ENSG00000132274	ENST00000414897	TRIM22
ENSG00000132274	ENST00000450670	TRIM22
ENSG00000132274	ENST00000429063	TRIM22
ENSG00000132274	ENST00000444844	TRIM22
ENSG00000152990	ENST00000334304	GPR125
ENSG00000152990	ENST00000282943	GPR125
ENSG00000152990	ENST00000382129	GPR125
ENSG00000112308	ENST00000378102	C6orf62
ENSG00000112308	ENST00000378119	C6orf62
ENSG00000111652	ENST00000229251	COPS7A
ENSG00000111652	ENST00000455113	COPS7A
ENSG00000111652	ENST00000442593	COPS7A
ENSG00000236001	ENST00000431680	AC018500.2
ENSG00000231514	ENST00000435741	AC019099.6
ENSG00000231594	ENST00000450002	AC019099.6
ENSG00000225526	ENST00000447550	AC018500.3
ENSG00000230296	ENST00000431912	AC073880.5-1
ENSG00000227654	ENST00000413521	C19orf64
ENSG00000113494	ENST00000231423	PRLR
ENSG00000113494	ENST00000348262	PRLR
ENSG00000113494	ENST00000382002	PRLR
ENSG00000113494	ENST00000342362	PRLR
ENSG00000113494	ENST00000310101	PRLR
ENSG00000113494	ENST00000397391	PRLR
ENSG00000228244	ENST00000443850	AC073880.5-2
ENSG00000224598	ENST00000415238	RPS5P2
ENSG00000225060	ENST00000437121	KIAA1949
ENSG00000225060	ENST00000451544	KIAA1949
ENSG00000225060	ENST00000452568	KIAA1949
ENSG00000228644	ENST00000448707	AC068123.5-1
ENSG00000238218	ENST00000423929	AC068123.5-2
ENSG00000223360	ENST00000414086	AC096559.2
ENSG00000232501	ENST00000443890	AC025226.4
ENSG00000006638	ENST00000411851	TBXA2R
ENSG00000006638	ENST00000375190	TBXA2R
ENSG00000006638	ENST00000397896	TBXA2R
ENSG00000006638	ENST00000248419	TBXA2R
ENSG00000006638	ENST00000359806	TBXA2R
ENSG00000235857	ENST00000431853	AC025226.2
ENSG00000223887	ENST00000424067	PRR3
ENSG00000223887	ENST00000454399	PRR3
ENSG00000223887	ENST00000442290	PRR3
ENSG00000223887	ENST00000422103	PRR3
ENSG00000198920	ENST00000361413	KIAA0753
ENSG00000227456	ENST00000428914	C21orf82
ENSG00000227456	ENST00000416145	C21orf82
ENSG00000227456	ENST00000430922	C21orf82
ENSG00000227456	ENST00000419881	C21orf82
ENSG00000075975	ENST00000421728	MKRN2
ENSG00000075975	ENST00000411987	MKRN2
ENSG00000075975	ENST00000448482	MKRN2
ENSG00000075975	ENST00000170447	MKRN2
ENSG00000071575	ENST00000155926	TRIB2
ENSG00000071575	ENST00000405331	TRIB2
ENSG00000071575	ENST00000381465	TRIB2
ENSG00000228978	ENST00000445232	TNF
ENSG00000224488	ENST00000455403	RP11-492A12.2
ENSG00000226800	ENST00000426728	C19orf29OS
ENSG00000226800	ENST00000447295	C19orf29OS
ENSG00000159197	ENST00000290310	KCNE2
ENSG00000107295	ENST00000380607	SH3GL2
ENSG00000107295	ENST00000397481	SH3GL2
ENSG00000231314	ENST00000457552	LTB
ENSG00000231314	ENST00000446614	LTB
ENSG00000224164	ENST00000453179	RP3-369A17.4
ENSG00000224164	ENST00000423504	RP3-369A17.4
ENSG00000225555	ENST00000440403	AP000320.6
ENSG00000225649	ENST00000425974	AC064875.2
ENSG00000225649	ENST00000421112	AC064875.2
ENSG00000225649	ENST00000422996	AC064875.2
ENSG00000225649	ENST00000414661	AC064875.2
ENSG00000224889	ENST00000412205	PTMAP1
ENSG00000224889	ENST00000457022	PTMAP1
ENSG00000218806	ENST00000407157	RP3-369A17.2
ENSG00000205670	ENST00000399292	C21orf51
ENSG00000205670	ENST00000399299	C21orf51
ENSG00000205670	ENST00000399295	C21orf51
ENSG00000205670	ENST00000399291	C21orf51
ENSG00000105298	ENST00000429344	C19orf29
ENSG00000105298	ENST00000248420	C19orf29
ENSG00000105298	ENST00000446452	C19orf29
ENSG00000105298	ENST00000221899	C19orf29
ENSG00000229370	ENST00000434509	AC092635.1
ENSG00000230448	ENST00000417751	AC064846.1
ENSG00000230448	ENST00000418420	AC064846.1
ENSG00000176136	ENST00000324750	MC5R
ENSG00000234809	ENST00000422181	NRM
ENSG00000234809	ENST00000411883	NRM
ENSG00000234809	ENST00000418565	NRM
ENSG00000234809	ENST00000450138	NRM
ENSG00000234809	ENST00000440259	NRM
ENSG00000234809	ENST00000443331	NRM
ENSG00000234809	ENST00000449515	NRM
ENSG00000233226	ENST00000430637	RP11-81F11.4
ENSG00000237100	ENST00000419321	C6orf136
ENSG00000237100	ENST00000417076	C6orf136
ENSG00000237100	ENST00000411654	C6orf136
ENSG00000226150	ENST00000429267	AC073343.11
ENSG00000230300	ENST00000456087	RP11-81F11.2
ENSG00000232381	ENST00000439752	OR52U1P
ENSG00000236581	ENST00000424853	RP11-363P13.1
ENSG00000227718	ENST00000420828	AC016730.1
ENSG00000185231	ENST00000327606	MC2R
ENSG00000185231	ENST00000399821	MC2R
ENSG00000112312	ENST00000378059	GMNN
ENSG00000112312	ENST00000230056	GMNN
ENSG00000112312	ENST00000356509	GMNN
ENSG00000112312	ENST00000378054	GMNN
ENSG00000227911	ENST00000443576	RP11-141M1.1
ENSG00000228505	ENST00000450715	AC011897.2
ENSG00000228505	ENST00000418481	AC011897.2
ENSG00000233001	ENST00000439831	RP11-141M1.4
ENSG00000237350	ENST00000421246	AC093917.3
ENSG00000222018	ENST00000410005	AP000322.54
ENSG00000206491	ENST00000383593	PRR3
ENSG00000206491	ENST00000383592	PRR3
ENSG00000206491	ENST00000418065	PRR3
ENSG00000206491	ENST00000458023	PRR3
ENSG00000223752	ENST00000450003	C6orf134
ENSG00000223752	ENST00000423338	C6orf134
ENSG00000223752	ENST00000445486	C6orf134
ENSG00000223752	ENST00000428583	C6orf134
ENSG00000223752	ENST00000424121	C6orf134
ENSG00000223752	ENST00000457161	C6orf134
ENSG00000223752	ENST00000425448	C6orf134
ENSG00000230490	ENST00000454681	RP11-141M1.3
ENSG00000230490	ENST00000437698	RP11-141M1.3
ENSG00000230490	ENST00000445227	RP11-141M1.3
ENSG00000101222	ENST00000379756	SPEF1
ENSG00000101222	ENST00000312411	SPEF1
ENSG00000234525	ENST00000450895	AP000322.3
ENSG00000234525	ENST00000414561	AP000322.3
ENSG00000162981	ENST00000331243	FAM84A
ENSG00000162981	ENST00000295092	FAM84A
ENSG00000162981	ENST00000359969	FAM84A
ENSG00000146574	ENST00000316731	C7orf28B
ENSG00000146574	ENST00000411858	C7orf28B
ENSG00000175322	ENST00000309305	ZNF519
ENSG00000109819	ENST00000264867	PPARGC1A
ENSG00000181109	ENST00000317625	OR52P1P
ENSG00000181109	ENST00000438474	OR52P1P
ENSG00000175319	ENST00000309251	AC006557.2
ENSG00000232169	ENST00000419893	ABCF1
ENSG00000232169	ENST00000448939	ABCF1
ENSG00000232169	ENST00000432654	ABCF1
ENSG00000232169	ENST00000457970	ABCF1
ENSG00000232169	ENST00000429395	ABCF1
ENSG00000131828	ENST00000422285	PDHA1
ENSG00000131828	ENST00000423505	PDHA1
ENSG00000131828	ENST00000417819	PDHA1
ENSG00000131828	ENST00000355808	PDHA1
ENSG00000131828	ENST00000379815	PDHA1
ENSG00000131828	ENST00000379806	PDHA1
ENSG00000131828	ENST00000379805	PDHA1
ENSG00000131828	ENST00000379804	PDHA1
ENSG00000234535	ENST00000442716	RP11-37L2.1
ENSG00000228810	ENST00000428966	RP11-163F8.3
ENSG00000237368	ENST00000418350	NF1L5
ENSG00000232986	ENST00000452207	RP11-179A7.2
ENSG00000180509	ENST00000337385	KCNE1
ENSG00000180509	ENST00000432085	KCNE1
ENSG00000180509	ENST00000399289	KCNE1
ENSG00000180509	ENST00000416357	KCNE1
ENSG00000180509	ENST00000399286	KCNE1
ENSG00000180509	ENST00000399284	KCNE1
ENSG00000169598	ENST00000430539	DFFB
ENSG00000169598	ENST00000378209	DFFB
ENSG00000169598	ENST00000445473	DFFB
ENSG00000169598	ENST00000338895	DFFB
ENSG00000169598	ENST00000378212	DFFB
ENSG00000169598	ENST00000341385	DFFB
ENSG00000169598	ENST00000339350	DFFB
ENSG00000169598	ENST00000378206	DFFB
ENSG00000169598	ENST00000448632	DFFB
